"DateKey","FullDateAlternateKey","DayNumberOfWeek","EnglishDayNameOfWeek","SpanishDayNameOfWeek","FrenchDayNameOfWeek","DayNumberOfMonth","DayNumberOfYear","WeekNumberOfYear","EnglishMonthName","SpanishMonthName","FrenchMonthName","MonthNumberOfYear","CalendarQuarter","CalendarYear","CalendarSemester","FiscalQuarter","FiscalYear","FiscalSemester"
"20210216","16/02/2021 00:00:00","3","Tuesday","Martes","Mardi","16","47","8","February","Febrero","Février","2","1","2021","1","3","2021","2"
"20210217","17/02/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","17","48","8","February","Febrero","Février","2","1","2021","1","3","2021","2"
"20210218","18/02/2021 00:00:00","5","Thursday","Jueves","Jeudi","18","49","8","February","Febrero","Février","2","1","2021","1","3","2021","2"
"20210219","19/02/2021 00:00:00","6","Friday","Viernes","Vendredi","19","50","8","February","Febrero","Février","2","1","2021","1","3","2021","2"
"20210220","20/02/2021 00:00:00","7","Saturday","Sábado","Samedi","20","51","8","February","Febrero","Février","2","1","2021","1","3","2021","2"
"20210221","21/02/2021 00:00:00","1","Sunday","Domingo","Dimanche","21","52","9","February","Febrero","Février","2","1","2021","1","3","2021","2"
"20210222","22/02/2021 00:00:00","2","Monday","Lunes","Lundi","22","53","9","February","Febrero","Février","2","1","2021","1","3","2021","2"
"20210223","23/02/2021 00:00:00","3","Tuesday","Martes","Mardi","23","54","9","February","Febrero","Février","2","1","2021","1","3","2021","2"
"20210224","24/02/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","24","55","9","February","Febrero","Février","2","1","2021","1","3","2021","2"
"20210225","25/02/2021 00:00:00","5","Thursday","Jueves","Jeudi","25","56","9","February","Febrero","Février","2","1","2021","1","3","2021","2"
"20210226","26/02/2021 00:00:00","6","Friday","Viernes","Vendredi","26","57","9","February","Febrero","Février","2","1","2021","1","3","2021","2"
"20210227","27/02/2021 00:00:00","7","Saturday","Sábado","Samedi","27","58","9","February","Febrero","Février","2","1","2021","1","3","2021","2"
"20210228","28/02/2021 00:00:00","1","Sunday","Domingo","Dimanche","28","59","10","February","Febrero","Février","2","1","2021","1","3","2021","2"
"20210301","01/03/2021 00:00:00","2","Monday","Lunes","Lundi","1","60","10","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210302","02/03/2021 00:00:00","3","Tuesday","Martes","Mardi","2","61","10","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210303","03/03/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","3","62","10","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210304","04/03/2021 00:00:00","5","Thursday","Jueves","Jeudi","4","63","10","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210305","05/03/2021 00:00:00","6","Friday","Viernes","Vendredi","5","64","10","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210306","06/03/2021 00:00:00","7","Saturday","Sábado","Samedi","6","65","10","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210307","07/03/2021 00:00:00","1","Sunday","Domingo","Dimanche","7","66","11","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210308","08/03/2021 00:00:00","2","Monday","Lunes","Lundi","8","67","11","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210309","09/03/2021 00:00:00","3","Tuesday","Martes","Mardi","9","68","11","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210310","10/03/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","10","69","11","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210311","11/03/2021 00:00:00","5","Thursday","Jueves","Jeudi","11","70","11","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210312","12/03/2021 00:00:00","6","Friday","Viernes","Vendredi","12","71","11","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210313","13/03/2021 00:00:00","7","Saturday","Sábado","Samedi","13","72","11","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210314","14/03/2021 00:00:00","1","Sunday","Domingo","Dimanche","14","73","12","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210315","15/03/2021 00:00:00","2","Monday","Lunes","Lundi","15","74","12","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210316","16/03/2021 00:00:00","3","Tuesday","Martes","Mardi","16","75","12","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210317","17/03/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","17","76","12","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210318","18/03/2021 00:00:00","5","Thursday","Jueves","Jeudi","18","77","12","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210319","19/03/2021 00:00:00","6","Friday","Viernes","Vendredi","19","78","12","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210320","20/03/2021 00:00:00","7","Saturday","Sábado","Samedi","20","79","12","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210321","21/03/2021 00:00:00","1","Sunday","Domingo","Dimanche","21","80","13","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210322","22/03/2021 00:00:00","2","Monday","Lunes","Lundi","22","81","13","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210323","23/03/2021 00:00:00","3","Tuesday","Martes","Mardi","23","82","13","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210324","24/03/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","24","83","13","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210325","25/03/2021 00:00:00","5","Thursday","Jueves","Jeudi","25","84","13","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210326","26/03/2021 00:00:00","6","Friday","Viernes","Vendredi","26","85","13","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210327","27/03/2021 00:00:00","7","Saturday","Sábado","Samedi","27","86","13","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210328","28/03/2021 00:00:00","1","Sunday","Domingo","Dimanche","28","87","14","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210329","29/03/2021 00:00:00","2","Monday","Lunes","Lundi","29","88","14","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210330","30/03/2021 00:00:00","3","Tuesday","Martes","Mardi","30","89","14","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210331","31/03/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","31","90","14","March","Marzo","Mars","3","1","2021","1","3","2021","2"
"20210401","01/04/2021 00:00:00","5","Thursday","Jueves","Jeudi","1","91","14","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210402","02/04/2021 00:00:00","6","Friday","Viernes","Vendredi","2","92","14","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210403","03/04/2021 00:00:00","7","Saturday","Sábado","Samedi","3","93","14","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210404","04/04/2021 00:00:00","1","Sunday","Domingo","Dimanche","4","94","15","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210405","05/04/2021 00:00:00","2","Monday","Lunes","Lundi","5","95","15","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210406","06/04/2021 00:00:00","3","Tuesday","Martes","Mardi","6","96","15","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210407","07/04/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","7","97","15","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210408","08/04/2021 00:00:00","5","Thursday","Jueves","Jeudi","8","98","15","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210409","09/04/2021 00:00:00","6","Friday","Viernes","Vendredi","9","99","15","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210410","10/04/2021 00:00:00","7","Saturday","Sábado","Samedi","10","100","15","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210411","11/04/2021 00:00:00","1","Sunday","Domingo","Dimanche","11","101","16","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210412","12/04/2021 00:00:00","2","Monday","Lunes","Lundi","12","102","16","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210413","13/04/2021 00:00:00","3","Tuesday","Martes","Mardi","13","103","16","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210414","14/04/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","14","104","16","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210415","15/04/2021 00:00:00","5","Thursday","Jueves","Jeudi","15","105","16","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210416","16/04/2021 00:00:00","6","Friday","Viernes","Vendredi","16","106","16","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210417","17/04/2021 00:00:00","7","Saturday","Sábado","Samedi","17","107","16","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210418","18/04/2021 00:00:00","1","Sunday","Domingo","Dimanche","18","108","17","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210419","19/04/2021 00:00:00","2","Monday","Lunes","Lundi","19","109","17","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210420","20/04/2021 00:00:00","3","Tuesday","Martes","Mardi","20","110","17","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210421","21/04/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","21","111","17","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210422","22/04/2021 00:00:00","5","Thursday","Jueves","Jeudi","22","112","17","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210423","23/04/2021 00:00:00","6","Friday","Viernes","Vendredi","23","113","17","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210424","24/04/2021 00:00:00","7","Saturday","Sábado","Samedi","24","114","17","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210425","25/04/2021 00:00:00","1","Sunday","Domingo","Dimanche","25","115","18","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210426","26/04/2021 00:00:00","2","Monday","Lunes","Lundi","26","116","18","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210427","27/04/2021 00:00:00","3","Tuesday","Martes","Mardi","27","117","18","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210428","28/04/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","28","118","18","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210429","29/04/2021 00:00:00","5","Thursday","Jueves","Jeudi","29","119","18","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210430","30/04/2021 00:00:00","6","Friday","Viernes","Vendredi","30","120","18","April","Abril","Avril","4","2","2021","1","4","2021","2"
"20210501","01/05/2021 00:00:00","7","Saturday","Sábado","Samedi","1","121","18","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210502","02/05/2021 00:00:00","1","Sunday","Domingo","Dimanche","2","122","19","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210503","03/05/2021 00:00:00","2","Monday","Lunes","Lundi","3","123","19","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210504","04/05/2021 00:00:00","3","Tuesday","Martes","Mardi","4","124","19","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210505","05/05/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","5","125","19","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210506","06/05/2021 00:00:00","5","Thursday","Jueves","Jeudi","6","126","19","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210507","07/05/2021 00:00:00","6","Friday","Viernes","Vendredi","7","127","19","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210508","08/05/2021 00:00:00","7","Saturday","Sábado","Samedi","8","128","19","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210509","09/05/2021 00:00:00","1","Sunday","Domingo","Dimanche","9","129","20","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210510","10/05/2021 00:00:00","2","Monday","Lunes","Lundi","10","130","20","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210511","11/05/2021 00:00:00","3","Tuesday","Martes","Mardi","11","131","20","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210512","12/05/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","12","132","20","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210513","13/05/2021 00:00:00","5","Thursday","Jueves","Jeudi","13","133","20","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210514","14/05/2021 00:00:00","6","Friday","Viernes","Vendredi","14","134","20","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210515","15/05/2021 00:00:00","7","Saturday","Sábado","Samedi","15","135","20","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210516","16/05/2021 00:00:00","1","Sunday","Domingo","Dimanche","16","136","21","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210517","17/05/2021 00:00:00","2","Monday","Lunes","Lundi","17","137","21","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210518","18/05/2021 00:00:00","3","Tuesday","Martes","Mardi","18","138","21","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210519","19/05/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","19","139","21","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210520","20/05/2021 00:00:00","5","Thursday","Jueves","Jeudi","20","140","21","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210521","21/05/2021 00:00:00","6","Friday","Viernes","Vendredi","21","141","21","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210522","22/05/2021 00:00:00","7","Saturday","Sábado","Samedi","22","142","21","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210523","23/05/2021 00:00:00","1","Sunday","Domingo","Dimanche","23","143","22","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210524","24/05/2021 00:00:00","2","Monday","Lunes","Lundi","24","144","22","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210525","25/05/2021 00:00:00","3","Tuesday","Martes","Mardi","25","145","22","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210526","26/05/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","26","146","22","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210527","27/05/2021 00:00:00","5","Thursday","Jueves","Jeudi","27","147","22","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210528","28/05/2021 00:00:00","6","Friday","Viernes","Vendredi","28","148","22","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210529","29/05/2021 00:00:00","7","Saturday","Sábado","Samedi","29","149","22","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210530","30/05/2021 00:00:00","1","Sunday","Domingo","Dimanche","30","150","23","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210531","31/05/2021 00:00:00","2","Monday","Lunes","Lundi","31","151","23","May","Mayo","Mai","5","2","2021","1","4","2021","2"
"20210601","01/06/2021 00:00:00","3","Tuesday","Martes","Mardi","1","152","23","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210602","02/06/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","2","153","23","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210603","03/06/2021 00:00:00","5","Thursday","Jueves","Jeudi","3","154","23","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210604","04/06/2021 00:00:00","6","Friday","Viernes","Vendredi","4","155","23","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210605","05/06/2021 00:00:00","7","Saturday","Sábado","Samedi","5","156","23","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210606","06/06/2021 00:00:00","1","Sunday","Domingo","Dimanche","6","157","24","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210607","07/06/2021 00:00:00","2","Monday","Lunes","Lundi","7","158","24","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210608","08/06/2021 00:00:00","3","Tuesday","Martes","Mardi","8","159","24","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210609","09/06/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","9","160","24","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210610","10/06/2021 00:00:00","5","Thursday","Jueves","Jeudi","10","161","24","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210611","11/06/2021 00:00:00","6","Friday","Viernes","Vendredi","11","162","24","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210612","12/06/2021 00:00:00","7","Saturday","Sábado","Samedi","12","163","24","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210613","13/06/2021 00:00:00","1","Sunday","Domingo","Dimanche","13","164","25","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210614","14/06/2021 00:00:00","2","Monday","Lunes","Lundi","14","165","25","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210615","15/06/2021 00:00:00","3","Tuesday","Martes","Mardi","15","166","25","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210616","16/06/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","16","167","25","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210617","17/06/2021 00:00:00","5","Thursday","Jueves","Jeudi","17","168","25","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210618","18/06/2021 00:00:00","6","Friday","Viernes","Vendredi","18","169","25","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210619","19/06/2021 00:00:00","7","Saturday","Sábado","Samedi","19","170","25","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210620","20/06/2021 00:00:00","1","Sunday","Domingo","Dimanche","20","171","26","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210621","21/06/2021 00:00:00","2","Monday","Lunes","Lundi","21","172","26","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210622","22/06/2021 00:00:00","3","Tuesday","Martes","Mardi","22","173","26","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210623","23/06/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","23","174","26","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210624","24/06/2021 00:00:00","5","Thursday","Jueves","Jeudi","24","175","26","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210625","25/06/2021 00:00:00","6","Friday","Viernes","Vendredi","25","176","26","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210626","26/06/2021 00:00:00","7","Saturday","Sábado","Samedi","26","177","26","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210627","27/06/2021 00:00:00","1","Sunday","Domingo","Dimanche","27","178","27","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210628","28/06/2021 00:00:00","2","Monday","Lunes","Lundi","28","179","27","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210629","29/06/2021 00:00:00","3","Tuesday","Martes","Mardi","29","180","27","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210630","30/06/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","30","181","27","June","Junio","Juin","6","2","2021","1","4","2021","2"
"20210701","01/07/2021 00:00:00","5","Thursday","Jueves","Jeudi","1","182","27","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210702","02/07/2021 00:00:00","6","Friday","Viernes","Vendredi","2","183","27","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210703","03/07/2021 00:00:00","7","Saturday","Sábado","Samedi","3","184","27","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210704","04/07/2021 00:00:00","1","Sunday","Domingo","Dimanche","4","185","28","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210705","05/07/2021 00:00:00","2","Monday","Lunes","Lundi","5","186","28","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210706","06/07/2021 00:00:00","3","Tuesday","Martes","Mardi","6","187","28","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210707","07/07/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","7","188","28","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210708","08/07/2021 00:00:00","5","Thursday","Jueves","Jeudi","8","189","28","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210709","09/07/2021 00:00:00","6","Friday","Viernes","Vendredi","9","190","28","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210710","10/07/2021 00:00:00","7","Saturday","Sábado","Samedi","10","191","28","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210711","11/07/2021 00:00:00","1","Sunday","Domingo","Dimanche","11","192","29","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210712","12/07/2021 00:00:00","2","Monday","Lunes","Lundi","12","193","29","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210713","13/07/2021 00:00:00","3","Tuesday","Martes","Mardi","13","194","29","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210714","14/07/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","14","195","29","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210715","15/07/2021 00:00:00","5","Thursday","Jueves","Jeudi","15","196","29","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210716","16/07/2021 00:00:00","6","Friday","Viernes","Vendredi","16","197","29","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210717","17/07/2021 00:00:00","7","Saturday","Sábado","Samedi","17","198","29","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210718","18/07/2021 00:00:00","1","Sunday","Domingo","Dimanche","18","199","30","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210719","19/07/2021 00:00:00","2","Monday","Lunes","Lundi","19","200","30","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210720","20/07/2021 00:00:00","3","Tuesday","Martes","Mardi","20","201","30","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210721","21/07/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","21","202","30","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210722","22/07/2021 00:00:00","5","Thursday","Jueves","Jeudi","22","203","30","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210723","23/07/2021 00:00:00","6","Friday","Viernes","Vendredi","23","204","30","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210724","24/07/2021 00:00:00","7","Saturday","Sábado","Samedi","24","205","30","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210725","25/07/2021 00:00:00","1","Sunday","Domingo","Dimanche","25","206","31","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210726","26/07/2021 00:00:00","2","Monday","Lunes","Lundi","26","207","31","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210727","27/07/2021 00:00:00","3","Tuesday","Martes","Mardi","27","208","31","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210728","28/07/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","28","209","31","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210729","29/07/2021 00:00:00","5","Thursday","Jueves","Jeudi","29","210","31","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210730","30/07/2021 00:00:00","6","Friday","Viernes","Vendredi","30","211","31","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210731","31/07/2021 00:00:00","7","Saturday","Sábado","Samedi","31","212","31","July","Julio","Juillet","7","3","2021","2","1","2022","1"
"20210801","01/08/2021 00:00:00","1","Sunday","Domingo","Dimanche","1","213","32","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210802","02/08/2021 00:00:00","2","Monday","Lunes","Lundi","2","214","32","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210803","03/08/2021 00:00:00","3","Tuesday","Martes","Mardi","3","215","32","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210804","04/08/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","4","216","32","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210805","05/08/2021 00:00:00","5","Thursday","Jueves","Jeudi","5","217","32","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210806","06/08/2021 00:00:00","6","Friday","Viernes","Vendredi","6","218","32","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210807","07/08/2021 00:00:00","7","Saturday","Sábado","Samedi","7","219","32","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210808","08/08/2021 00:00:00","1","Sunday","Domingo","Dimanche","8","220","33","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210809","09/08/2021 00:00:00","2","Monday","Lunes","Lundi","9","221","33","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210810","10/08/2021 00:00:00","3","Tuesday","Martes","Mardi","10","222","33","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210811","11/08/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","11","223","33","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210812","12/08/2021 00:00:00","5","Thursday","Jueves","Jeudi","12","224","33","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210813","13/08/2021 00:00:00","6","Friday","Viernes","Vendredi","13","225","33","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210814","14/08/2021 00:00:00","7","Saturday","Sábado","Samedi","14","226","33","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210815","15/08/2021 00:00:00","1","Sunday","Domingo","Dimanche","15","227","34","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210816","16/08/2021 00:00:00","2","Monday","Lunes","Lundi","16","228","34","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210817","17/08/2021 00:00:00","3","Tuesday","Martes","Mardi","17","229","34","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210818","18/08/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","18","230","34","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210819","19/08/2021 00:00:00","5","Thursday","Jueves","Jeudi","19","231","34","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210820","20/08/2021 00:00:00","6","Friday","Viernes","Vendredi","20","232","34","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210821","21/08/2021 00:00:00","7","Saturday","Sábado","Samedi","21","233","34","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210822","22/08/2021 00:00:00","1","Sunday","Domingo","Dimanche","22","234","35","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210823","23/08/2021 00:00:00","2","Monday","Lunes","Lundi","23","235","35","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210824","24/08/2021 00:00:00","3","Tuesday","Martes","Mardi","24","236","35","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210825","25/08/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","25","237","35","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210826","26/08/2021 00:00:00","5","Thursday","Jueves","Jeudi","26","238","35","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210827","27/08/2021 00:00:00","6","Friday","Viernes","Vendredi","27","239","35","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210828","28/08/2021 00:00:00","7","Saturday","Sábado","Samedi","28","240","35","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210829","29/08/2021 00:00:00","1","Sunday","Domingo","Dimanche","29","241","36","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210830","30/08/2021 00:00:00","2","Monday","Lunes","Lundi","30","242","36","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210831","31/08/2021 00:00:00","3","Tuesday","Martes","Mardi","31","243","36","August","Agosto","Août","8","3","2021","2","1","2022","1"
"20210901","01/09/2021 00:00:00","4","Wednesday","Miércoles","Mercredi","1","244","36","September","Septiembre","Septembre","9","3","2021","2","1","2022","1"
"20210902","02/09/2021 00:00:00","5","Thursday","Jueves","Jeudi","2","245","36","September","Septiembre","Septembre","9","3","2021","2","1","2022","1"
